hashid;Date des faits;Date du jugement;Lieu;Personnes inquiétées;Description;Montants de l'impact / préjudices;Montants numérique du préjudice;Montants numérique en jeu;Peines de prison;Amendes;Peines complémentaires;Niveau de décision;Recours éventuel;Date d'ajout en base;Date de mise à jour de l'affaire;Département;Région;Références
82c9302e;38353;41221;Nice;Une infirmière libérale;Une infirmière libérale exerçant dans les Alpes-Maritimes a été condamnée par le tribunal correctionnel de Nice à 3 ans de prison dont 2 avec sursis et à 5 ans d'interdiction d'exercer en tant qu'infirmière libérale, pour escroquerie et détournement de fonds. De 2005 à 2009, elle a détourné près de 1.000.000€ à plusieurs organismes sociaux, dont 420.000€ à la seule CPAM des Alpes-Maritimes, en surfacturant des actes ou en déclarant des soins fictifs.;"1.000.000€Dont 420.000€ à la CPAM des Alpes-Maritimes";1000000;0;3 ans de prison dont 2 avec sursis;;5 an d'interdiction d'exercer le métier d'infirmière libérale;Première instance;;2015-01-25 12:08:28.160285+00:00;2015-06-01 10:20:17.908890+00:00;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;Fraude / Sécu : Une infirmière condamnée à 1 an de prison pour détournement : http://www.news-assurances.com
f9ce32b5;38718;41431;Santa-Maria-Poggio;L'ancienne présidente de l'association gestionnaire d'une garderie, ancienne maire de Santa-Reparata-di-Moriani;L'ancienne présidente de l'association gestionnaire d'une garderie a été condamnée par le tribunal correctionnel de Bastia à 12 mois de prison avec sursis, assortie d'une mise à l'épreuve de 2 ans, et à une peine d'inéligibilité de 5 ans mais sans effet immédiat, pour détournement de fonds publics. Entre 2006 et 2011, elle a détourné 139.000€ des caisses de cette garderie de Vanga di l'Oru-Costa-Verde, située à Santa-Maria-Poggio. Elle a en effet utilisé le chéquier de l'association et effectué des retraits d'espèces à des fins personnelles. Les deux-tiers du budget cette structure proviennent de subventions et le reste des cotisations des parents.;139.000€;139000;0;12 mois de prison avec sursis avec une mise à l'épreuve de 2 ans;;;Première instance;;2015-01-24 15:54:56.780261+00:00;2015-01-26 10:18:07.618643+00:00;Haute-Corse;Corse;"Fonds détournés: l'ex-présidente d'une garderie condamnée : http://www.corsematin.comSanta-Maria-Poggio : des fonds détournés à la halte-garderie : http://www.corsematin.com"
adbbde47;39448;42026;Saint-Louis, Réunion;L'ancien maire de Saint-Louis;L'ancien maire de Saint-Louis a été condamné par la cour d'appel de Saint-Louis à 6 mois de prison avec sursis et à 20.000€ d’amende, confirmant ainsi la condamnation de première instance, pour favoritisme dans l’attribution d’un marché public. En 2008, il a favorisé un entrepreneur politiquement proche pour l'obtention d'un marché de location de camion alors qu'une autre entreprise proposait des coûts horaires inférieurs. De plus, la cour de cassation avait confirmé définitivement la condamnation de cet ancien maire en mars 2014, à 5 ans d’inéligibilité dans des affaires discrimination à l’embauche et prise illégale d’intérêt.;;0;0;6 mois de prison avec sursis;20.000€ d’amende;;Cour d'Appel;L’ancien maire a annoncé son intention de se pourvoir en cassation;2015-01-24 05:12:21.827143+00:00;2015-02-12 04:37:08.391551+00:00;Réunion;Saint Pierre;"La condamnation de Claude Hoarau pour favoritisme confirmée en appel : http://www.clicanoo.reSaint-Louis - Claude Hoarau condamné à 6 mois de prison avec sursis : http://reunion.orange.fr"
7f3987f8;36161;41038;Châlons-en-Champagne;L'ancien secrétaire général de la Chambre régionale des métiers de Champagne-Ardenne;L'ancien secrétaire général de la Chambre régionale de métiers de Champagne-Ardenne, actuellement directeur de la Chambre de métiers d'Eure-et-Loir, a été condamné par le tribunal correctionnel de Châlons-en-Champagne à 6 mois de prison avec sursis et 5.000€ d’amende pour détournement de fonds publics. Entre 1999 et 2002, il a détourné 380.000€ des fonds de l’Aide régionale aux investissements artisanaux (ARIA) en multipliant ses collaborateurs, des indemnités temporaires sans fin et des faux frais. Deux ex-présidents et un ancien trésorier de la chambre régionale de métiers ont aussi été condamnés à de la prison avec sursis.;380.000€;380000;0;6 mois de prison avec sursis;5.000€ d’amende;;Première instance;;2015-01-24 04:36:02.239720+00:00;2015-01-26 09:22:44.858650+00:00;Marne;Champagne-Ardenne;"Le directeur de la Chambre de métiers d'Eure-et-Loir condamné pour détournement de fonds lorsqu'il : http://www.lechorepublicain.frEURE-ET-LOIR - Six mois de prison avec sursis pour Ludovic Julien, le directeur de la CMA 28 : http://intensite.net"
0d7fc85c;39083;42024;Roanne;Une ancienne salariée de la Chambre des métiers de Roanne;Une ancienne salariée de l’antenne roannaise de la Chambre des métiers a été condamnée par le tribunal correctionnel de Roanne à 1 an de prison avec sursis et au remboursement de 33.000€, pour abus de confiance. De 2007 à 2012, elle a détourné cette somme auprès des entreprises qui venaient la voir pour s'inscrire au registre du commerce ou enregistrer des modifications. Lorsque les entreprises régalaient en espèces, elle gardait l'argent pour elle et falsifiait les documents pour la comptabilité. Elle devra rembourser les 33._000€ détournés, dont 30.000€ aux entreprises et 3.000€ au préjudice du greffe du tribunal de commerce de Roanne.;33._000€;33000;0;1 an de prison avec sursis;;;Première instance;;2015-01-24 03:51:52.416146+00:00;2015-01-26 09:01:21.946350+00:00;Loire;Rhône-Alpes;Une ex-salariée de la Chambre de métiers condamnée après avoir détourné 33_000 euros : http://www.leprogres.fr
1248f3df;39083;41292;Limeil-Brévannes;Une infirmière libérale de Limeil-Brévannes;"Une infirmière libérale de Limeil-Brévannes a été condamnée par le tribunal correctionnel de Créteil à 18 mois de prison avec sursis dont une mise à l'épreuve de 3 ans, et au versement de 220.000€ de dommages et intérêts à la Caisse Primaire d'Assurance Maladie du Val-de-Marne, pour escroquerie. Depuis 2007, elle surfacturait des actes, en déclarait de fictifs ou laissait son compagnon, plombier, assurer certains soins. L'infirmière a également été reconnue coupable d'abus de faiblesse et devra verser 131.000€ de dommages et intérêts et 5.000 € au titre de préjudice moral à une personne âgée, qu'elle ""hébergeait"" depuis 2010 et dont elle avait vidé les comptes en banque.";"220.000€ de dommages et intérêts à la CPAM du Val-de-Marne131.000€ de dommages et intérêts à une dame âgée 5.000€ à cette même dame, pour préjudice moral";356000;0;18 mois de prison avec sursis et  3 ans de mise à l'épreuve;;;Première instance;;2015-01-22 10:19:38.455092+00:00;2015-06-04 10:36:26.275984+00:00;Val-de-Marne;Île-de-France;"Une infirmière libérale a été condamnée : http://www.leparisien.frUne infirmière écope de prison avec sursis pour avoir escroqué la Sécu : http://www.bfmtv.com"
ca947955;38718;41821;Petit-Bourg, Guadeloupe;Un infirmier libéral;"Un infirmier libéral exerçant en Guadeloupe, a été condamné par le Tribunal correctionnel de Pointe-à-Pitre à 4 ans de prison dont 2 ferme, à rembourser 1.350.000€ à la sécurité sociale et à 5 ans d'interdiction d'exercer le métier d'infirmier, pour blanchiment et escroquerie.Entre 2006 et 2009, il a détourné plus de 1.000.000€ à la Caisse Générale de la Sécurité Sociale en déclarant des actes fictifs, en falsifiant des ordonnances et en surfacturant des actes. Les sommes détournées étaient ensuite investies dans un immeuble géré par sa société civile immobilière ""La croix Blanche"" ou dans des véhicules. Ces biens ont par ailleurs été confisqués et la SCI a été condamnée à une amende de 50.000€.";1.350.000€ à rembourser à la sécurité sociale;1350000;0;4 ans de prison dont 2 ferme;La Croix Blanche : 50.000€;Confiscation des biens acquis par blanchiment;Première instance;;2015-01-20 10:15:04.647828+00:00;2015-01-27 08:56:14.677496+00:00;Guadeloupe;Basse-Terre;"L'infirmier libéral condamné : http://rci.fmJustice : l’infirmier escroc condamné : http://guadeloupe.la1ere.fr"
f58770dc;39083;41193;Lyon;Une ancienne infirmière libérale lyonnaise;Une ancienne infirmière libérale lyonnaise a été condamnée par le tribunal correctionnel de Lyon à 3 ans de prison dont 2 ans avec sursis et mise à l'épreuve, pour avoir détourné 726.310€ à la CPAM du Rhône. Pendant 3 ans, elle a multiplié les refacturations, les actes fictifs et les frais de déplacements imaginaires. Elle écope également d'une interdiction à vie d'exercer, en tant que salariée comme en libéral. Elle devra rembourser les 726.310€ détournés, 130.000€ ayant déjà été saisis sur ses comptes et tous ses biens seront confisqués au profit de l’État.;726.310€;726310;0;à 3 ans de prison dont 2 ans avec sursis et mise à l'épreuve;;interdiction à vie d'exercer ( en tant que salariée comme en libéral);Première instance;;2015-01-20 06:52:32.250174+00:00;2015-01-20 13:26:47.487695+00:00;Rhône;Rhône-Alpes;L'infirmière indélicate condamnée à un an de prison ferme : http://france3-regions.francetvinfo.fr
03493627;39448;40749;Narbonne;Un infirmier libéral narbonnais;Un infirmier libéral narbonnais a été condamné par le tribunal correctionnel de Narbonne à 6 mois de prison avec sursis et 2.500€ d'amende, pour avoir détourné 91.500€ à la Caisse Primaire d'Assurance maladie (CPAM) de l'Aude entre janvier 2008 et novembre 2009. Il devra, en outre, rembourser cette somme à la CPAM.;91.500€;91500;0;6 mois de prison avec sursis;2.500€ d'amende,;91.500€ de dommages et intérêts à la Caisse Primaire d'Assurance maladie (CPAM) de l'Aude.;Première instance;;2015-01-20 06:23:39.254619+00:00;2015-01-20 13:26:23.224773+00:00;Aude;Languedoc-Roussillon;Un infirmier condamné à 6 mois de prison avec sursis pour avoir escroqué 91 553€ : http://fr.viadeo.com
e4d1fd55;40179;41650;Lyon;Une ancienne infirmière libérale lyonnaise;Une ancienne infirmière libérale lyonnaise a été condamnée par le tribunal correctionnel de Lyon à 18 mois de prison ferme, pour avoir détourné plus de 120.000€ à la Caisse d'Assurance Maladie du département du Rhône. Elle est également condamnée à verser 1.600€ au Conseil de l'ordre des infirmiers ainsi que 60.000€ à la CPAM, avec une interdiction d'exercer sa profession d'infirmière libérale.;120.000€;120000;0;18 mois de prison ferme;;"versement de 1.600€ au Conseil de l'ordre des infirmiers60.000€ à la CPAMinterdiction d'exercer la profession d'infirmière libérale";Première instance;;2015-01-20 06:08:36.887607+00:00;2015-01-20 13:26:05.570532+00:00;Rhône;Rhône-Alpes;Rhône : une infirmière libérale condamnée pour escroquerie : http://www.lyonmag.com
0d73e429;39818;41569;Pau;Une infirmière libérale de Pau;Une infirmière libérale de Pau a été condamnée par le tribunal correctionnel de Pau à 2.000€ d'amende, pour avoir surfacturé ses prestations déclarées à la caisse primaire d’assurances maladie (CPAM). Elle devra également verser 18.465€ à la CPAM pour son préjudice matériel et 450€ pour ses frais d'avocat. Entre janvier 2009 et Noël 2010, elle a travaillé sans respecter la durée des actes et a facturé des actes et des déplacements fictifs.;18.465€;18465;0;;2.000€ d'amende;versement de  18.465€ à la CPAM pour son préjudice matériel et 450€ pour ses frais d'avocat;Première instance;;2015-01-20 05:46:11.132541+00:00;2015-01-20 09:51:22.227257+00:00;Pyrénées-Atlantiques;Aquitaine;Pau : les fraudes de l'infirmière libérale sanctionnées par la justice : http://www.larepubliquedespyrenees.fr
0c0887d3;35796;40304;Pau;Une ancienne infirmière libérale de Pau;Une ancienne infirmière libérale de Pau a été condamnée par le tribunal correctionnel de Pau à 2 ans de prison avec sursis et à l'interdiction d'exercer sa profession pendant 5 ans pour avoir indûment perçu plus de 55 000€, somme qu'elle devra rembourser. Elle a surfacturé durant des années ses actes médicaux auprès des caisses d'assurance-maladie de ses patients. Elle a également modifié les feuilles de soins de ses patients et falsifié leurs ordonnances pour gonfler ses honoraires.;remboursement de 55.000€ auprès des caisses d'assurance-maladie;55000;0;2 ans de prison avec sursis;;interdiction d'exercer sa profession pendant 5 ans;Première instance;;2015-01-20 05:31:23.927978+00:00;2015-01-20 09:43:52.015157+00:00;Pyrénées-Atlantiques;Aquitaine;http://www.sudouest.fr/2010/05/07/l-infirmiere-soignait-ses-honoraires-85192-4252.php : http://www.sudouest.fr
c6bb4ad8;40909;41640;Mélagues;Une ancienne conseillère municipale de Mélagues;Une ancienne conseillère municipale de Mélagues a été condamnée par le tribunal correctionnel de Rodez à 2 mois de prison avec sursis et 1.000€ d'amende ainsi qu'à l'interdiction pour 2 ans de ses droits civiques, civils et de famille, pour prise illégale d'intérêts. Lors d'un conseil municipal, elle a participé au vote d'un projet de construction d'éoliennes sur des terrains appartenant à son mari, à sa belle-sœur et à son beau -frère. Ces implantations lui ont rapporté 46.500€ de loyer par an.;;0;0;2 mois de prison avec sursis;1.000€ d'amende;Perte des droits civiques, civiles et de familles pour 2 ans;Première instance;;2015-01-19 13:19:19.731158+00:00;2015-02-02 12:05:29.579272+00:00;Aveyron;Midi-Pyrénées;"sauvons l'Aveyron du fléau éolien : http://agirpourlelevezou.midiblogs.comLe Lévézou_ Lavernhe de Séverac, 4 éoliennes. : http://fr.wikipedia.orgEolien et prise illégale d'intérêt : une élue gravement condamnée à la perte de ces droits civiques, : http://www.economiematin.fr"
